Year;Date;Time;Round;Stadium;City;Country;Team;Team G;Opponent;Opponent G;Observation
1970;1970-05-31 00:00:00.000;" 12:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Soviet Union;0;Mexico;0;" "
1970;1970-06-02 00:00:00.000;" 16:00 ";Group 2;Cuauhtemoc;"Puebla ";Mexico;Israel;0;Uruguay;2;" "
1970;1970-06-02 00:00:00.000;" 16:00 ";Group 2;Cuauhtemoc;"Puebla ";Mexico;Uruguay;2;Israel;0;" "
1970;1970-06-02 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;England;1;Romania;0;" "
1970;1970-06-02 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Romania;0;England;1;" "
1970;1970-06-02 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Bulgaria;2;Peru;3;" "
1970;1970-06-02 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Peru;3;Bulgaria;2;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Belgium;3;El Salvador;0;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;El Salvador;0;Belgium;3;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 2;Luis Dosal;"Toluca ";Mexico;Italy;1;Sweden;0;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 2;Luis Dosal;"Toluca ";Mexico;Sweden;0;Italy;1;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Brazil;4;Czechoslovakia;1;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Czechoslovakia;1;Brazil;4;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Germany FR;2;Morocco;1;" "
1970;1970-06-03 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Morocco;1;Germany FR;2;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Belgium;1;Soviet Union;4;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Soviet Union;4;Belgium;1;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 2;Cuauhtemoc;"Puebla ";Mexico;Italy;0;Uruguay;0;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 2;Cuauhtemoc;"Puebla ";Mexico;Uruguay;0;Italy;0;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Czechoslovakia;1;Romania;2;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Romania;2;Czechoslovakia;1;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Morocco;0;Peru;3;" "
1970;1970-06-06 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Peru;3;Morocco;0;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;El Salvador;0;Mexico;4;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Mexico;4;El Salvador;0;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 2;Luis Dosal;"Toluca ";Mexico;Israel;1;Sweden;1;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 2;Luis Dosal;"Toluca ";Mexico;Sweden;1;Israel;1;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Brazil;1;England;0;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;England;0;Brazil;1;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Bulgaria;2;Germany FR;5;" "
1970;1970-06-07 00:00:00.000;" 12:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Germany FR;5;Bulgaria;2;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;El Salvador;0;Soviet Union;2;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Soviet Union;2;El Salvador;0;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 2;Cuauhtemoc;"Puebla ";Mexico;Sweden;1;Uruguay;0;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 2;Cuauhtemoc;"Puebla ";Mexico;Uruguay;0;Sweden;1;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Brazil;3;Romania;2;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Romania;2;Brazil;3;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Germany FR;3;Peru;1;" "
1970;1970-06-10 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Peru;1;Germany FR;3;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Belgium;0;Mexico;1;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 1;Estadio Azteca;"Mexico City ";Mexico;Mexico;1;Belgium;0;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 2;Luis Dosal;"Toluca ";Mexico;Israel;0;Italy;0;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 2;Luis Dosal;"Toluca ";Mexico;Italy;0;Israel;0;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;Czechoslovakia;0;England;1;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 3;Jalisco;"Guadalajara ";Mexico;England;1;Czechoslovakia;0;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Bulgaria;1;Morocco;1;" "
1970;1970-06-11 00:00:00.000;" 16:00 ";Group 4;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Morocco;1;Bulgaria;1;" "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Estadio Azteca;"Mexico City ";Mexico;Soviet Union;0;Uruguay;1;"Uruguay win after extra time "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Estadio Azteca;"Mexico City ";Mexico;Uruguay;1;Soviet Union;0;"Uruguay win after extra time "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Jalisco;"Guadalajara ";Mexico;Brazil;4;Peru;2;" "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Jalisco;"Guadalajara ";Mexico;Peru;2;Brazil;4;" "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Luis Dosal;"Toluca ";Mexico;Italy;4;Mexico;1;" "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Luis Dosal;"Toluca ";Mexico;Mexico;1;Italy;4;" "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;England;2;Germany FR;3;"Germany FR win after extra time "
1970;1970-06-14 00:00:00.000;" 12:00 ";Quarter-finals;Nou Camp - Estadio Leï¿½n;"Leon ";Mexico;Germany FR;3;England;2;"Germany FR win after extra time "
1970;1970-06-17 00:00:00.000;" 16:00 ";Semi-finals;Estadio Azteca;"Mexico City ";Mexico;Germany FR;3;Italy;4;"Italy win after extra time "
1970;1970-06-17 00:00:00.000;" 16:00 ";Semi-finals;Estadio Azteca;"Mexico City ";Mexico;Italy;4;Germany FR;3;"Italy win after extra time "
1970;1970-06-17 00:00:00.000;" 16:00 ";Semi-finals;Jalisco;"Guadalajara ";Mexico;Brazil;3;Uruguay;1;" "
1970;1970-06-17 00:00:00.000;" 16:00 ";Semi-finals;Jalisco;"Guadalajara ";Mexico;Uruguay;1;Brazil;3;" "
1970;1970-06-20 00:00:00.000;" 16:00 ";Match for third place;Estadio Azteca;"Mexico City ";Mexico;Germany FR;1;Uruguay;0;" "
1970;1970-06-20 00:00:00.000;" 16:00 ";Match for third place;Estadio Azteca;"Mexico City ";Mexico;Uruguay;0;Germany FR;1;" "
1970;1970-06-21 00:00:00.000;" 12:00 ";Final;Estadio Azteca;"Mexico City ";Mexico;Brazil;4;Italy;1;" "
1970;1970-06-21 00:00:00.000;" 12:00 ";Final;Estadio Azteca;"Mexico City ";Mexico;Italy;1;Brazil;4;" "
1974;1974-06-13 00:00:00.000;" 17:00 ";Group 2;Waldstadion;"Frankfurt/Main ";Germany;Brazil;0;Yugoslavia;0;" "
1974;1974-06-13 00:00:00.000;" 17:00 ";Group 2;Waldstadion;"Frankfurt/Main ";Germany;Yugoslavia;0;Brazil;0;" "
1974;1974-06-14 00:00:00.000;" 16:00 ";Group 1;Olympiastadion;"Berlin West ";Germany;Chile;0;Germany FR;1;" "
1974;1974-06-14 00:00:00.000;" 16:00 ";Group 1;Olympiastadion;"Berlin West ";Germany;Germany FR;1;Chile;0;" "
1974;1974-06-14 00:00:00.000;" 19:30 ";Group 1;Volksparkstadion;"Hamburg ";Germany;Australia;0;German DR;2;" "
1974;1974-06-14 00:00:00.000;" 19:30 ";Group 1;Volksparkstadion;"Hamburg ";Germany;German DR;2;Australia;0;" "
1974;1974-06-14 00:00:00.000;" 19:30 ";Group 2;Westfalenstadion;"Dortmund ";Germany;Scotland;2;Zaire;0;" "
1974;1974-06-14 00:00:00.000;" 19:30 ";Group 2;Westfalenstadion;"Dortmund ";Germany;Zaire;0;Scotland;2;" "
1974;1974-06-15 00:00:00.000;" 16:00 ";Group 3;Niedersachsenstadion;"Hanover ";Germany;Netherlands;2;Uruguay;0;" "
1974;1974-06-15 00:00:00.000;" 16:00 ";Group 3;Niedersachsenstadion;"Hanover ";Germany;Uruguay;0;Netherlands;2;" "
1974;1974-06-15 00:00:00.000;" 16:00 ";Group 3;Rheinstadion;"Dï¿½Sseldorf ";Germany;Bulgaria;0;Sweden;0;" "
1974;1974-06-15 00:00:00.000;" 16:00 ";Group 3;Rheinstadion;"Dï¿½Sseldorf ";Germany;Sweden;0;Bulgaria;0;" "
1974;1974-06-15 00:00:00.000;" 18:00 ";Group 4;Neckarstadion;"Stuttgart ";Germany;Argentina;2;Poland;3;" "
1974;1974-06-15 00:00:00.000;" 18:00 ";Group 4;Neckarstadion;"Stuttgart ";Germany;Poland;3;Argentina;2;" "
1974;1974-06-15 00:00:00.000;" 18:00 ";Group 4;Olympiastadion;"Munich ";Germany;Haiti;1;Italy;3;" "
1974;1974-06-15 00:00:00.000;" 18:00 ";Group 4;Olympiastadion;"Munich ";Germany;Italy;3;Haiti;1;" "
1974;1974-06-18 00:00:00.000;" 16:00 ";Group 1;Volksparkstadion;"Hamburg ";Germany;Australia;0;Germany FR;3;" "
1974;1974-06-18 00:00:00.000;" 16:00 ";Group 1;Volksparkstadion;"Hamburg ";Germany;Germany FR;3;Australia;0;" "
1974;1974-06-18 00:00:00.000;" 19:30 ";Group 1;Olympiastadion;"Berlin West ";Germany;Chile;1;German DR;1;" "
1974;1974-06-18 00:00:00.000;" 19:30 ";Group 1;Olympiastadion;"Berlin West ";Germany;German DR;1;Chile;1;" "
1974;1974-06-18 00:00:00.000;" 19:30 ";Group 2;Parkstadion;"Gelsenkirchen ";Germany;Yugoslavia;9;Zaire;0;" "
1974;1974-06-18 00:00:00.000;" 19:30 ";Group 2;Parkstadion;"Gelsenkirchen ";Germany;Zaire;0;Yugoslavia;9;" "
1974;1974-06-18 00:00:00.000;" 19:30 ";Group 2;Waldstadion;"Frankfurt/Main ";Germany;Brazil;0;Scotland;0;" "
1974;1974-06-18 00:00:00.000;" 19:30 ";Group 2;Waldstadion;"Frankfurt/Main ";Germany;Scotland;0;Brazil;0;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 3;Niedersachsenstadion;"Hanover ";Germany;Bulgaria;1;Uruguay;1;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 3;Niedersachsenstadion;"Hanover ";Germany;Uruguay;1;Bulgaria;1;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 3;Westfalenstadion;"Dortmund ";Germany;Netherlands;0;Sweden;0;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 3;Westfalenstadion;"Dortmund ";Germany;Sweden;0;Netherlands;0;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 4;Neckarstadion;"Stuttgart ";Germany;Argentina;1;Italy;1;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 4;Neckarstadion;"Stuttgart ";Germany;Italy;1;Argentina;1;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 4;Olympiastadion;"Munich ";Germany;Haiti;0;Poland;7;" "
1974;1974-06-19 00:00:00.000;" 19:30 ";Group 4;Olympiastadion;"Munich ";Germany;Poland;7;Haiti;0;" "
1974;1974-06-22 00:00:00.000;" 16:00 ";Group 1;Olympiastadion;"Berlin West ";Germany;Australia;0;Chile;0;" "
1974;1974-06-22 00:00:00.000;" 16:00 ";Group 1;Olympiastadion;"Berlin West ";Germany;Chile;0;Australia;0;" "
1974;1974-06-22 00:00:00.000;" 16:00 ";Group 2;Parkstadion;"Gelsenkirchen ";Germany;Brazil;3;Zaire;0;" "
1974;1974-06-22 00:00:00.000;" 16:00 ";Group 2;Parkstadion;"Gelsenkirchen ";Germany;Zaire;0;Brazil;3;" "
1974;1974-06-22 00:00:00.000;" 16:00 ";Group 2;Waldstadion;"Frankfurt/Main ";Germany;Scotland;1;Yugoslavia;1;" "
1974;1974-06-22 00:00:00.000;" 16:00 ";Group 2;Waldstadion;"Frankfurt/Main ";Germany;Yugoslavia;1;Scotland;1;" "
1974;1974-06-22 00:00:00.000;" 19:30 ";Group 1;Volksparkstadion;"Hamburg ";Germany;German DR;1;Germany FR;0;" "
1974;1974-06-22 00:00:00.000;" 19:30 ";Group 1;Volksparkstadion;"Hamburg ";Germany;Germany FR;0;German DR;1;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 3;Rheinstadion;"Dï¿½Sseldorf ";Germany;Sweden;3;Uruguay;0;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 3;Rheinstadion;"Dï¿½Sseldorf ";Germany;Uruguay;0;Sweden;3;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 3;Westfalenstadion;"Dortmund ";Germany;Bulgaria;1;Netherlands;4;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 3;Westfalenstadion;"Dortmund ";Germany;Netherlands;4;Bulgaria;1;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 4;Neckarstadion;"Stuttgart ";Germany;Italy;1;Poland;2;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 4;Neckarstadion;"Stuttgart ";Germany;Poland;2;Italy;1;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 4;Olympiastadion;"Munich ";Germany;Argentina;4;Haiti;1;" "
1974;1974-06-23 00:00:00.000;" 16:00 ";Group 4;Olympiastadion;"Munich ";Germany;Haiti;1;Argentina;4;" "
1974;1974-06-26 00:00:00.000;" 16:00 ";Group B;Rheinstadion;"Dï¿½Sseldorf ";Germany;Germany FR;2;Yugoslavia;0;" "
1974;1974-06-26 00:00:00.000;" 16:00 ";Group B;Rheinstadion;"Dï¿½Sseldorf ";Germany;Yugoslavia;0;Germany FR;2;" "
1974;1974-06-26 00:00:00.000;" 19:30 ";Group A;Niedersachsenstadion;"Hanover ";Germany;Brazil;1;German DR;0;" "
1974;1974-06-26 00:00:00.000;" 19:30 ";Group A;Niedersachsenstadion;"Hanover ";Germany;German DR;0;Brazil;1;" "
1974;1974-06-26 00:00:00.000;" 19:30 ";Group A;Parkstadion;"Gelsenkirchen ";Germany;Argentina;0;Netherlands;4;" "
1974;1974-06-26 00:00:00.000;" 19:30 ";Group A;Parkstadion;"Gelsenkirchen ";Germany;Netherlands;4;Argentina;0;" "
1974;1974-06-26 00:00:00.000;" 19:30 ";Group B;Neckarstadion;"Stuttgart ";Germany;Poland;1;Sweden;0;" "
1974;1974-06-26 00:00:00.000;" 19:30 ";Group B;Neckarstadion;"Stuttgart ";Germany;Sweden;0;Poland;1;" "
1974;1974-06-30 00:00:00.000;" 16:00 ";Group A;Niedersachsenstadion;"Hanover ";Germany;Argentina;1;Brazil;2;" "
1974;1974-06-30 00:00:00.000;" 16:00 ";Group A;Niedersachsenstadion;"Hanover ";Germany;Brazil;2;Argentina;1;" "
1974;1974-06-30 00:00:00.000;" 16:00 ";Group A;Parkstadion;"Gelsenkirchen ";Germany;German DR;0;Netherlands;2;" "
1974;1974-06-30 00:00:00.000;" 16:00 ";Group A;Parkstadion;"Gelsenkirchen ";Germany;Netherlands;2;German DR;0;" "
1974;1974-06-30 00:00:00.000;" 16:00 ";Group B;Waldstadion;"Frankfurt/Main ";Germany;Poland;2;Yugoslavia;1;" "
1974;1974-06-30 00:00:00.000;" 16:00 ";Group B;Waldstadion;"Frankfurt/Main ";Germany;Yugoslavia;1;Poland;2;" "
1974;1974-06-30 00:00:00.000;" 19:30 ";Group B;Rheinstadion;"Dï¿½Sseldorf ";Germany;Germany FR;4;Sweden;2;" "
1974;1974-06-30 00:00:00.000;" 19:30 ";Group B;Rheinstadion;"Dï¿½Sseldorf ";Germany;Sweden;2;Germany FR;4;" "
1974;1974-07-03 00:00:00.000;" 17:00 ";Group B;Waldstadion;"Frankfurt/Main ";Germany;Germany FR;1;Poland;0;" "
1974;1974-07-03 00:00:00.000;" 17:00 ";Group B;Waldstadion;"Frankfurt/Main ";Germany;Poland;0;Germany FR;1;" "
1974;1974-07-03 00:00:00.000;" 19:30 ";Group A;Parkstadion;"Gelsenkirchen ";Germany;Argentina;1;German DR;1;" "
1974;1974-07-03 00:00:00.000;" 19:30 ";Group A;Parkstadion;"Gelsenkirchen ";Germany;German DR;1;Argentina;1;" "
1974;1974-07-03 00:00:00.000;" 19:30 ";Group A;Westfalenstadion;"Dortmund ";Germany;Brazil;0;Netherlands;2;" "
1974;1974-07-03 00:00:00.000;" 19:30 ";Group A;Westfalenstadion;"Dortmund ";Germany;Netherlands;2;Brazil;0;" "
1974;1974-07-03 00:00:00.000;" 19:30 ";Group B;Rheinstadion;"Dï¿½Sseldorf ";Germany;Sweden;2;Yugoslavia;1;" "
1974;1974-07-03 00:00:00.000;" 19:30 ";Group B;Rheinstadion;"Dï¿½Sseldorf ";Germany;Yugoslavia;1;Sweden;2;" "
1974;1974-07-06 00:00:00.000;" 16:00 ";Match for third place;Olympiastadion;"Munich ";Germany;Brazil;0;Poland;1;" "
1974;1974-07-06 00:00:00.000;" 16:00 ";Match for third place;Olympiastadion;"Munich ";Germany;Poland;1;Brazil;0;" "
1974;1974-07-07 00:00:00.000;" 16:00 ";Final;Olympiastadion;"Munich ";Germany;Germany FR;2;Netherlands;1;" "
1974;1974-07-07 00:00:00.000;" 16:00 ";Final;Olympiastadion;"Munich ";Germany;Netherlands;1;Germany FR;2;" "
1978;1978-06-01 00:00:00.000;" 15:00 ";Group 2;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Germany FR;0;Poland;0;" "
1978;1978-06-01 00:00:00.000;" 15:00 ";Group 2;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Poland;0;Germany FR;0;" "
1978;1978-06-02 00:00:00.000;" 13:45 ";Group 1;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;France;1;Italy;2;" "
1978;1978-06-02 00:00:00.000;" 13:45 ";Group 1;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Italy;2;France;1;" "
1978;1978-06-02 00:00:00.000;" 16:45 ";Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;"Rosario ";Argentina;Mexico;1;Tunisia;3;" "
1978;1978-06-02 00:00:00.000;" 16:45 ";Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;"Rosario ";Argentina;Tunisia;3;Mexico;1;" "
1978;1978-06-02 00:00:00.000;" 19:15 ";Group 1;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Argentina;2;Hungary;1;" "
1978;1978-06-02 00:00:00.000;" 19:15 ";Group 1;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Hungary;1;Argentina;2;" "
1978;1978-06-03 00:00:00.000;" 13:45 ";Group 3;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Brazil;1;Sweden;1;" "
1978;1978-06-03 00:00:00.000;" 13:45 ";Group 3;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Sweden;1;Brazil;1;" "
1978;1978-06-03 00:00:00.000;" 13:45 ";Group 3;Jose Amalfitani;"Buenos Aires ";Argentina;Austria;2;Spain;1;" "
1978;1978-06-03 00:00:00.000;" 13:45 ";Group 3;Jose Amalfitani;"Buenos Aires ";Argentina;Spain;1;Austria;2;" "
1978;1978-06-03 00:00:00.000;" 16:45 ";Group 4;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Peru;3;Scotland;1;" "
1978;1978-06-03 00:00:00.000;" 16:45 ";Group 4;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Scotland;1;Peru;3;" "
1978;1978-06-03 00:00:00.000;" 16:45 ";Group 4;San Martin;"Mendoza ";Argentina;IR Iran;0;Netherlands;3;" "
1978;1978-06-03 00:00:00.000;" 16:45 ";Group 4;San Martin;"Mendoza ";Argentina;Netherlands;3;IR Iran;0;" "
1978;1978-06-06 00:00:00.000;" 13:45 ";Group 1;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Hungary;1;Italy;3;" "
1978;1978-06-06 00:00:00.000;" 13:45 ";Group 1;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Italy;3;Hungary;1;" "
1978;1978-06-06 00:00:00.000;" 16:45 ";Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;"Rosario ";Argentina;Poland;1;Tunisia;0;" "
1978;1978-06-06 00:00:00.000;" 16:45 ";Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;"Rosario ";Argentina;Tunisia;0;Poland;1;" "
1978;1978-06-06 00:00:00.000;" 16:45 ";Group 2;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Germany FR;6;Mexico;0;" "
1978;1978-06-06 00:00:00.000;" 16:45 ";Group 2;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Mexico;0;Germany FR;6;" "
1978;1978-06-06 00:00:00.000;" 19:15 ";Group 1;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Argentina;2;France;1;" "
1978;1978-06-06 00:00:00.000;" 19:15 ";Group 1;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;France;1;Argentina;2;" "
1978;1978-06-07 00:00:00.000;" 13:45 ";Group 3;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Brazil;0;Spain;0;" "
1978;1978-06-07 00:00:00.000;" 13:45 ";Group 3;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Spain;0;Brazil;0;" "
1978;1978-06-07 00:00:00.000;" 13:45 ";Group 3;Jose Amalfitani;"Buenos Aires ";Argentina;Austria;1;Sweden;0;" "
1978;1978-06-07 00:00:00.000;" 13:45 ";Group 3;Jose Amalfitani;"Buenos Aires ";Argentina;Sweden;0;Austria;1;" "
1978;1978-06-07 00:00:00.000;" 16:45 ";Group 4;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;IR Iran;1;Scotland;1;" "
1978;1978-06-07 00:00:00.000;" 16:45 ";Group 4;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Scotland;1;IR Iran;1;" "
1978;1978-06-07 00:00:00.000;" 16:45 ";Group 4;San Martin;"Mendoza ";Argentina;Netherlands;0;Peru;0;" "
1978;1978-06-07 00:00:00.000;" 16:45 ";Group 4;San Martin;"Mendoza ";Argentina;Peru;0;Netherlands;0;" "
1978;1978-06-10 00:00:00.000;" 15:10 ";Group 1;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;France;3;Hungary;1;" "
1978;1978-06-10 00:00:00.000;" 15:10 ";Group 1;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Hungary;1;France;3;" "
1978;1978-06-10 00:00:00.000;" 16:45 ";Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;"Rosario ";Argentina;Mexico;1;Poland;3;" "
1978;1978-06-10 00:00:00.000;" 16:45 ";Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;"Rosario ";Argentina;Poland;3;Mexico;1;" "
1978;1978-06-10 00:00:00.000;" 16:45 ";Group 2;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Germany FR;0;Tunisia;0;" "
1978;1978-06-10 00:00:00.000;" 16:45 ";Group 2;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Tunisia;0;Germany FR;0;" "
1978;1978-06-10 00:00:00.000;" 19:15 ";Group 1;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Argentina;0;Italy;1;" "
1978;1978-06-10 00:00:00.000;" 19:15 ";Group 1;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Italy;1;Argentina;0;" "
1978;1978-06-11 00:00:00.000;" 13:45 ";Group 3;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Austria;0;Brazil;1;" "
1978;1978-06-11 00:00:00.000;" 13:45 ";Group 3;Estadio Josï¿½ Marï¿½a Minella;"Mar Del Plata ";Argentina;Brazil;1;Austria;0;" "
1978;1978-06-11 00:00:00.000;" 13:45 ";Group 3;Jose Amalfitani;"Buenos Aires ";Argentina;Spain;1;Sweden;0;" "
1978;1978-06-11 00:00:00.000;" 13:45 ";Group 3;Jose Amalfitani;"Buenos Aires ";Argentina;Sweden;0;Spain;1;" "
1978;1978-06-11 00:00:00.000;" 16:45 ";Group 4;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Iran;1;Peru;4;" "
1978;1978-06-11 00:00:00.000;" 16:45 ";Group 4;Estadio Olï¿½mpico Chateau Carreras;"Cordoba ";Argentina;Peru;4;Iran;1;" "
1978;1978-06-11 00:00:00.000;" 16:45 ";Group 4;San Martin;"Mendoza ";Argentina;Netherlands;2;Scotland;3;" "
1978;1978-06-11 00:00:00.000;" 16:45 ";Group 4;San Martin;"Mendoza ";Argentina;Scotland;3;Netherlands;2;" "
1978;1978-06-14 00:00:00.000;" 13:45 ";Group A;El Monumental - Estadio Monumental Antonio Vespuci;"Buenos Aires ";Argentina;Germany FR;0;Italy;0;" "
