Year;Date;Time;Round;Stadium;City;Country;Team;Team G;Opponent;Opponent G;Observation
1990;1990-06-11 00:00:00.000;" 21:00 ";Group F;Sant Elia;"Cagliari ";Italy;Republic of Ireland;1;England;1;" "
1990;1990-06-12 00:00:00.000;" 17:00 ";Group E;Marc Antonio Bentegodi;"Verona ";Italy;Belgium;2;Korea Republic;0;" "
1990;1990-06-12 00:00:00.000;" 17:00 ";Group E;Marc Antonio Bentegodi;"Verona ";Italy;Korea Republic;0;Belgium;2;" "
1990;1990-06-12 00:00:00.000;" 21:00 ";Group F;Della Favorita;"Palermo ";Italy;Egypt;1;Netherlands;1;" "
1990;1990-06-12 00:00:00.000;" 21:00 ";Group F;Della Favorita;"Palermo ";Italy;Netherlands;1;Egypt;1;" "
1990;1990-06-13 00:00:00.000;" 17:00 ";Group E;Dacia Arena;"Udine ";Italy;Spain;0;Uruguay;0;" "
1990;1990-06-13 00:00:00.000;" 17:00 ";Group E;Dacia Arena;"Udine ";Italy;Uruguay;0;Spain;0;" "
1990;1990-06-13 00:00:00.000;" 21:00 ";Group B;San Paolo;"Naples ";Italy;Argentina;2;Soviet Union;0;" "
1990;1990-06-13 00:00:00.000;" 21:00 ";Group B;San Paolo;"Naples ";Italy;Soviet Union;0;Argentina;2;" "
1990;1990-06-14 00:00:00.000;" 17:00 ";Group B;Stadio San Nicola;"Bari ";Italy;Cameroon;2;Romania;1;" "
1990;1990-06-14 00:00:00.000;" 17:00 ";Group B;Stadio San Nicola;"Bari ";Italy;Romania;1;Cameroon;2;" "
1990;1990-06-14 00:00:00.000;" 17:00 ";Group D;Renato Dall Ara;"Bologna ";Italy;Colombia;0;Yugoslavia;1;" "
1990;1990-06-14 00:00:00.000;" 17:00 ";Group D;Renato Dall Ara;"Bologna ";Italy;Yugoslavia;1;Colombia;0;" "
1990;1990-06-14 00:00:00.000;" 21:00 ";Group A;Stadio Olimpico;"Rome ";Italy;Italy;1;USA;0;" "
1990;1990-06-14 00:00:00.000;" 21:00 ";Group A;Stadio Olimpico;"Rome ";Italy;USA;0;Italy;1;" "
1990;1990-06-15 00:00:00.000;" 17:00 ";Group A;Comunale;"Florence ";Italy;Austria;0;Czechoslovakia;1;" "
1990;1990-06-15 00:00:00.000;" 17:00 ";Group A;Comunale;"Florence ";Italy;Czechoslovakia;1;Austria;0;" "
1990;1990-06-15 00:00:00.000;" 21:00 ";Group D;Giuseppe Meazza;"Milan ";Italy;Germany FR;5;United Arab Emirates;1;" "
1990;1990-06-15 00:00:00.000;" 21:00 ";Group D;Giuseppe Meazza;"Milan ";Italy;United Arab Emirates;1;Germany FR;5;" "
1990;1990-06-16 00:00:00.000;" 17:00 ";Group C;Stadio delle Alpi;"Turin ";Italy;Brazil;1;Costa Rica;0;" "
1990;1990-06-16 00:00:00.000;" 17:00 ";Group C;Stadio delle Alpi;"Turin ";Italy;Costa Rica;0;Brazil;1;" "
1990;1990-06-16 00:00:00.000;" 21:00 ";Group C;Luigi Ferraris;"Genoa ";Italy;Scotland;2;Sweden;1;" "
1990;1990-06-16 00:00:00.000;" 21:00 ";Group C;Luigi Ferraris;"Genoa ";Italy;Sweden;1;Scotland;2;" "
1990;1990-06-16 00:00:00.000;" 21:00 ";Group F;Sant Elia;"Cagliari ";Italy;England;0;Netherlands;0;" "
1990;1990-06-16 00:00:00.000;" 21:00 ";Group F;Sant Elia;"Cagliari ";Italy;Netherlands;0;England;0;" "
1990;1990-06-17 00:00:00.000;" 17:00 ";Group F;Della Favorita;"Palermo ";Italy;Egypt;0;Republic of Ireland;0;" "
1990;1990-06-17 00:00:00.000;" 17:00 ";Group F;Della Favorita;"Palermo ";Italy;Republic of Ireland;0;Egypt;0;" "
1990;1990-06-17 00:00:00.000;" 21:00 ";Group E;Dacia Arena;"Udine ";Italy;Korea Republic;1;Spain;3;" "
1990;1990-06-17 00:00:00.000;" 21:00 ";Group E;Dacia Arena;"Udine ";Italy;Spain;3;Korea Republic;1;" "
1990;1990-06-17 00:00:00.000;" 21:00 ";Group E;Marc Antonio Bentegodi;"Verona ";Italy;Belgium;3;Uruguay;1;" "
1990;1990-06-17 00:00:00.000;" 21:00 ";Group E;Marc Antonio Bentegodi;"Verona ";Italy;Uruguay;1;Belgium;3;" "
1990;1990-06-18 00:00:00.000;" 21:00 ";Group B;San Paolo;"Naples ";Italy;Argentina;1;Romania;1;" "
1990;1990-06-18 00:00:00.000;" 21:00 ";Group B;San Paolo;"Naples ";Italy;Romania;1;Argentina;1;" "
1990;1990-06-18 00:00:00.000;" 21:00 ";Group B;Stadio San Nicola;"Bari ";Italy;Cameroon;0;Soviet Union;4;" "
1990;1990-06-18 00:00:00.000;" 21:00 ";Group B;Stadio San Nicola;"Bari ";Italy;Soviet Union;4;Cameroon;0;" "
1990;1990-06-19 00:00:00.000;" 17:00 ";Group D;Giuseppe Meazza;"Milan ";Italy;Colombia;1;Germany FR;1;" "
1990;1990-06-19 00:00:00.000;" 17:00 ";Group D;Giuseppe Meazza;"Milan ";Italy;Germany FR;1;Colombia;1;" "
1990;1990-06-19 00:00:00.000;" 17:00 ";Group D;Renato Dall Ara;"Bologna ";Italy;United Arab Emirates;1;Yugoslavia;4;" "
1990;1990-06-19 00:00:00.000;" 17:00 ";Group D;Renato Dall Ara;"Bologna ";Italy;Yugoslavia;4;United Arab Emirates;1;" "
1990;1990-06-19 00:00:00.000;" 21:00 ";Group A;Comunale;"Florence ";Italy;Austria;2;USA;1;" "
1990;1990-06-19 00:00:00.000;" 21:00 ";Group A;Comunale;"Florence ";Italy;USA;1;Austria;2;" "
1990;1990-06-19 00:00:00.000;" 21:00 ";Group A;Stadio Olimpico;"Rome ";Italy;Czechoslovakia;0;Italy;2;" "
1990;1990-06-19 00:00:00.000;" 21:00 ";Group A;Stadio Olimpico;"Rome ";Italy;Italy;2;Czechoslovakia;0;" "
1990;1990-06-20 00:00:00.000;" 21:00 ";Group C;Luigi Ferraris;"Genoa ";Italy;Costa Rica;2;Sweden;1;" "
1990;1990-06-20 00:00:00.000;" 21:00 ";Group C;Luigi Ferraris;"Genoa ";Italy;Sweden;1;Costa Rica;2;" "
1990;1990-06-20 00:00:00.000;" 21:00 ";Group C;Stadio delle Alpi;"Turin ";Italy;Brazil;1;Scotland;0;" "
1990;1990-06-20 00:00:00.000;" 21:00 ";Group C;Stadio delle Alpi;"Turin ";Italy;Scotland;0;Brazil;1;" "
1990;1990-06-21 00:00:00.000;" 17:00 ";Group E;Friuli;"Udine ";Italy;Korea Republic;0;Uruguay;1;" "
1990;1990-06-21 00:00:00.000;" 17:00 ";Group E;Friuli;"Udine ";Italy;Uruguay;1;Korea Republic;0;" "
1990;1990-06-21 00:00:00.000;" 17:00 ";Group E;Marc Antonio Bentegodi;"Verona ";Italy;Belgium;1;Spain;2;" "
1990;1990-06-21 00:00:00.000;" 17:00 ";Group E;Marc Antonio Bentegodi;"Verona ";Italy;Spain;2;Belgium;1;" "
1990;1990-06-21 00:00:00.000;" 21:00 ";Group F;Della Favorita;"Palermo ";Italy;Netherlands;1;Republic of Ireland;1;" "
1990;1990-06-21 00:00:00.000;" 21:00 ";Group F;Della Favorita;"Palermo ";Italy;Republic of Ireland;1;Netherlands;1;" "
1990;1990-06-21 00:00:00.000;" 21:00 ";Group F;Sant Elia;"Cagliari ";Italy;Egypt;0;England;1;" "
1990;1990-06-21 00:00:00.000;" 21:00 ";Group F;Sant Elia;"Cagliari ";Italy;England;1;Egypt;0;" "
1990;1990-06-23 00:00:00.000;" 17:00 ";Round of 16;San Paolo;"Naples ";Italy;Cameroon;2;Colombia;1;"Cameroon win after extra time "
1990;1990-06-23 00:00:00.000;" 17:00 ";Round of 16;San Paolo;"Naples ";Italy;Colombia;1;Cameroon;2;"Cameroon win after extra time "
1990;1990-06-23 00:00:00.000;" 21:00 ";Round of 16;Stadio San Nicola;"Bari ";Italy;Costa Rica;1;Czechoslovakia;4;" "
1990;1990-06-23 00:00:00.000;" 21:00 ";Round of 16;Stadio San Nicola;"Bari ";Italy;Czechoslovakia;4;Costa Rica;1;" "
1990;1990-06-24 00:00:00.000;" 17:00 ";Round of 16;Stadio delle Alpi;"Turin ";Italy;Argentina;1;Brazil;0;" "
1990;1990-06-24 00:00:00.000;" 17:00 ";Round of 16;Stadio delle Alpi;"Turin ";Italy;Brazil;0;Argentina;1;" "
1990;1990-06-24 00:00:00.000;" 21:00 ";Round of 16;Giuseppe Meazza;"Milan ";Italy;Germany FR;2;Netherlands;1;" "
1990;1990-06-24 00:00:00.000;" 21:00 ";Round of 16;Giuseppe Meazza;"Milan ";Italy;Netherlands;1;Germany FR;2;" "
1990;1990-06-25 00:00:00.000;" 17:00 ";Round of 16;Luigi Ferraris;"Genoa ";Italy;Republic of Ireland;0;Romania;0;"Republic of Ireland win on penalties (5 - 4) "
1990;1990-06-25 00:00:00.000;" 17:00 ";Round of 16;Luigi Ferraris;"Genoa ";Italy;Romania;0;Republic of Ireland;0;"Republic of Ireland win on penalties (5 - 4) "
1990;1990-06-25 00:00:00.000;" 21:00 ";Round of 16;Stadio Olimpico;"Rome ";Italy;Italy;2;Uruguay;0;" "
1990;1990-06-25 00:00:00.000;" 21:00 ";Round of 16;Stadio Olimpico;"Rome ";Italy;Uruguay;0;Italy;2;" "
1990;1990-06-26 00:00:00.000;" 17:00 ";Round of 16;Marc Antonio Bentegodi;"Verona ";Italy;Spain;1;Yugoslavia;2;"Yugoslavia win after extra time "
1990;1990-06-26 00:00:00.000;" 17:00 ";Round of 16;Marc Antonio Bentegodi;"Verona ";Italy;Yugoslavia;2;Spain;1;"Yugoslavia win after extra time "
1990;1990-06-26 00:00:00.000;" 21:00 ";Round of 16;Renato Dall Ara;"Bologna ";Italy;Belgium;0;England;1;"England win after extra time "
1990;1990-06-26 00:00:00.000;" 21:00 ";Round of 16;Renato Dall Ara;"Bologna ";Italy;England;1;Belgium;0;"England win after extra time "
1990;1990-06-30 00:00:00.000;" 17:00 ";Quarter-finals;Comunale;"Florence ";Italy;Argentina;0;Yugoslavia;0;" win on penalties (2 - 3) "
1990;1990-06-30 00:00:00.000;" 17:00 ";Quarter-finals;Comunale;"Florence ";Italy;Yugoslavia;0;Argentina;0;" win on penalties (2 - 3) "
1990;1990-06-30 00:00:00.000;" 21:00 ";Quarter-finals;Stadio Olimpico;"Rome ";Italy;Italy;1;Republic of Ireland;0;" "
1990;1990-06-30 00:00:00.000;" 21:00 ";Quarter-finals;Stadio Olimpico;"Rome ";Italy;Republic of Ireland;0;Italy;1;" "
1990;1990-07-01 00:00:00.000;" 17:00 ";Quarter-finals;Giuseppe Meazza;"Milan ";Italy;Czechoslovakia;0;Germany FR;1;" "
1990;1990-07-01 00:00:00.000;" 17:00 ";Quarter-finals;Giuseppe Meazza;"Milan ";Italy;Germany FR;1;Czechoslovakia;0;" "
1990;1990-07-01 00:00:00.000;" 21:00 ";Quarter-finals;San Paolo;"Naples ";Italy;Cameroon;2;England;3;"England win after extra time "
1990;1990-07-01 00:00:00.000;" 21:00 ";Quarter-finals;San Paolo;"Naples ";Italy;England;3;Cameroon;2;"England win after extra time "
1990;1990-07-03 00:00:00.000;" 20:00 ";Semi-finals;San Paolo;"Naples ";Italy;Argentina;1;Italy;1;" win on penalties (3 - 4) "
1990;1990-07-03 00:00:00.000;" 20:00 ";Semi-finals;San Paolo;"Naples ";Italy;Italy;1;Argentina;1;" win on penalties (3 - 4) "
1990;1990-07-04 00:00:00.000;" 20:00 ";Semi-finals;Stadio delle Alpi;"Turin ";Italy;England;1;Germany FR;1;" win on penalties (4 - 3) "
1990;1990-07-04 00:00:00.000;" 20:00 ";Semi-finals;Stadio delle Alpi;"Turin ";Italy;Germany FR;1;England;1;" win on penalties (4 - 3) "
1990;1990-07-07 00:00:00.000;" 20:00 ";Match for third place;Stadio San Nicola;"Bari ";Italy;England;1;Italy;2;" "
1990;1990-07-07 00:00:00.000;" 20:00 ";Match for third place;Stadio San Nicola;"Bari ";Italy;Italy;2;England;1;" "
1990;1990-07-08 00:00:00.000;" 20:00 ";Final;Stadio Olimpico;"Rome ";Italy;Argentina;0;Germany FR;1;" "
1990;1990-07-08 00:00:00.000;" 20:00 ";Final;Stadio Olimpico;"Rome ";Italy;Germany FR;1;Argentina;0;" "
1994;1994-06-17 00:00:00.000;" 15:00 ";Group C;Soldier Field;"Chicago ";USA;Bolivia;0;Germany;1;" "
1994;1994-06-17 00:00:00.000;" 15:00 ";Group C;Soldier Field;"Chicago ";USA;Germany;1;Bolivia;0;" "
1994;1994-06-17 00:00:00.000;" 19:30 ";Group C;Cotton Bowl;"Dallas ";USA;Korea Republic;2;Spain;2;" "
1994;1994-06-17 00:00:00.000;" 19:30 ";Group C;Cotton Bowl;"Dallas ";USA;Spain;2;Korea Republic;2;" "
1994;1994-06-18 00:00:00.000;" 11:30 ";Group A;Pontiac Silverdome;"Detroit ";USA;Switzerland;1;USA;1;" "
1994;1994-06-18 00:00:00.000;" 11:30 ";Group A;Pontiac Silverdome;"Detroit ";USA;USA;1;Switzerland;1;" "
1994;1994-06-18 00:00:00.000;" 16:00 ";Group E;Giants Stadium;"New York/New Jersey ";USA;Italy;0;Republic of Ireland;1;" "
1994;1994-06-18 00:00:00.000;" 16:00 ";Group E;Giants Stadium;"New York/New Jersey ";USA;Republic of Ireland;1;Italy;0;" "
1994;1994-06-18 00:00:00.000;" 19:30 ";Group A;Rose Bowl;"Los Angeles ";USA;Colombia;1;Romania;3;" "
1994;1994-06-18 00:00:00.000;" 19:30 ";Group A;Rose Bowl;"Los Angeles ";USA;Romania;3;Colombia;1;" "
1994;1994-06-19 00:00:00.000;" 12:30 ";Group F;Citrus Bowl;"Orlando ";USA;Belgium;1;Morocco;0;" "
1994;1994-06-19 00:00:00.000;" 12:30 ";Group F;Citrus Bowl;"Orlando ";USA;Morocco;0;Belgium;1;" "
1994;1994-06-19 00:00:00.000;" 16:00 ";Group E;RFK Stadium;"Washington Dc ";USA;Mexico;0;Norway;1;" "
1994;1994-06-19 00:00:00.000;" 16:00 ";Group E;RFK Stadium;"Washington Dc ";USA;Norway;1;Mexico;0;" "
1994;1994-06-19 00:00:00.000;" 19:30 ";Group B;Rose Bowl;"Los Angeles ";USA;Cameroon;2;Sweden;2;" "
1994;1994-06-19 00:00:00.000;" 19:30 ";Group B;Rose Bowl;"Los Angeles ";USA;Sweden;2;Cameroon;2;" "
1994;1994-06-20 00:00:00.000;" 16:00 ";Group B;Stanford Stadium;"San Francisco ";USA;Brazil;2;Russia;0;" "
1994;1994-06-20 00:00:00.000;" 16:00 ";Group B;Stanford Stadium;"San Francisco ";USA;Russia;0;Brazil;2;" "
1994;1994-06-20 00:00:00.000;" 19:30 ";Group F;RFK Stadium;"Washington Dc ";USA;Netherlands;2;Saudi Arabia;1;" "
1994;1994-06-20 00:00:00.000;" 19:30 ";Group F;RFK Stadium;"Washington Dc ";USA;Saudi Arabia;1;Netherlands;2;" "
1994;1994-06-21 00:00:00.000;" 12:30 ";Group D;Foxboro Stadium;"Boston ";USA;Argentina;4;Greece;0;" "
1994;1994-06-21 00:00:00.000;" 12:30 ";Group D;Foxboro Stadium;"Boston ";USA;Greece;0;Argentina;4;" "
1994;1994-06-21 00:00:00.000;" 16:00 ";Group C;Soldier Field;"Chicago ";USA;Germany;1;Spain;1;" "
1994;1994-06-21 00:00:00.000;" 16:00 ";Group C;Soldier Field;"Chicago ";USA;Spain;1;Germany;1;" "
1994;1994-06-21 00:00:00.000;" 19:30 ";Group D;Cotton Bowl;"Dallas ";USA;Bulgaria;0;Nigeria;3;" "
1994;1994-06-21 00:00:00.000;" 19:30 ";Group D;Cotton Bowl;"Dallas ";USA;Nigeria;3;Bulgaria;0;" "
1994;1994-06-22 00:00:00.000;" 16:00 ";Group A;Pontiac Silverdome;"Detroit ";USA;Romania;1;Switzerland;4;" "
1994;1994-06-22 00:00:00.000;" 16:00 ";Group A;Pontiac Silverdome;"Detroit ";USA;Switzerland;4;Romania;1;" "
1994;1994-06-22 00:00:00.000;" 19:30 ";Group A;Rose Bowl;"Los Angeles ";USA;Colombia;1;USA;2;" "
1994;1994-06-22 00:00:00.000;" 19:30 ";Group A;Rose Bowl;"Los Angeles ";USA;USA;2;Colombia;1;" "
1994;1994-06-23 00:00:00.000;" 16:00 ";Group E;Giants Stadium;"New York/New Jersey ";USA;Italy;1;Norway;0;" "
1994;1994-06-23 00:00:00.000;" 16:00 ";Group E;Giants Stadium;"New York/New Jersey ";USA;Norway;0;Italy;1;" "
1994;1994-06-23 00:00:00.000;" 19:30 ";Group C;Foxboro Stadium;"Boston ";USA;Bolivia;0;Korea Republic;0;" "
1994;1994-06-23 00:00:00.000;" 19:30 ";Group C;Foxboro Stadium;"Boston ";USA;Korea Republic;0;Bolivia;0;" "
1994;1994-06-24 00:00:00.000;" 12:30 ";Group E;Citrus Bowl;"Orlando ";USA;Mexico;2;Republic of Ireland;1;" "
1994;1994-06-24 00:00:00.000;" 12:30 ";Group E;Citrus Bowl;"Orlando ";USA;Republic of Ireland;1;Mexico;2;" "
1994;1994-06-24 00:00:00.000;" 16:00 ";Group B;Stanford Stadium;"San Francisco ";USA;Brazil;3;Cameroon;0;" "
1994;1994-06-24 00:00:00.000;" 16:00 ";Group B;Stanford Stadium;"San Francisco ";USA;Cameroon;0;Brazil;3;" "
1994;1994-06-24 00:00:00.000;" 19:30 ";Group B;Pontiac Silverdome;"Detroit ";USA;Russia;1;Sweden;3;" "
1994;1994-06-24 00:00:00.000;" 19:30 ";Group B;Pontiac Silverdome;"Detroit ";USA;Sweden;3;Russia;1;" "
1994;1994-06-25 00:00:00.000;" 12:30 ";Group F;Citrus Bowl;"Orlando ";USA;Belgium;1;Netherlands;0;" "
1994;1994-06-25 00:00:00.000;" 12:30 ";Group F;Citrus Bowl;"Orlando ";USA;Netherlands;0;Belgium;1;" "
1994;1994-06-25 00:00:00.000;" 12:30 ";Group F;Giants Stadium;"New York/New Jersey ";USA;Morocco;1;Saudi Arabia;2;" "
1994;1994-06-25 00:00:00.000;" 12:30 ";Group F;Giants Stadium;"New York/New Jersey ";USA;Saudi Arabia;2;Morocco;1;" "
1994;1994-06-25 00:00:00.000;" 16:00 ";Group D;Foxboro Stadium;"Boston ";USA;Argentina;2;Nigeria;1;" "
1994;1994-06-25 00:00:00.000;" 16:00 ";Group D;Foxboro Stadium;"Boston ";USA;Nigeria;1;Argentina;2;" "
1994;1994-06-26 00:00:00.000;" 12:30 ";Group D;Soldier Field;"Chicago ";USA;Bulgaria;4;Greece;0;" "
1994;1994-06-26 00:00:00.000;" 12:30 ";Group D;Soldier Field;"Chicago ";USA;Greece;0;Bulgaria;4;" "
1994;1994-06-26 00:00:00.000;" 16:00 ";Group A;Rose Bowl;"Los Angeles ";USA;Romania;1;USA;0;" "
1994;1994-06-26 00:00:00.000;" 16:00 ";Group A;Rose Bowl;"Los Angeles ";USA;USA;0;Romania;1;" "
1994;1994-06-26 00:00:00.000;" 16:00 ";Group A;Stanford Stadium;"San Francisco ";USA;Colombia;2;Switzerland;0;" "
1994;1994-06-26 00:00:00.000;" 16:00 ";Group A;Stanford Stadium;"San Francisco ";USA;Switzerland;0;Colombia;2;" "
1994;1994-06-27 00:00:00.000;" 16:00 ";Group C;Cotton Bowl;"Dallas ";USA;Germany;3;Korea Republic;2;" "
1994;1994-06-27 00:00:00.000;" 16:00 ";Group C;Cotton Bowl;"Dallas ";USA;Korea Republic;2;Germany;3;" "
1994;1994-06-27 00:00:00.000;" 16:00 ";Group C;Soldier Field;"Chicago ";USA;Bolivia;1;Spain;3;" "
1994;1994-06-27 00:00:00.000;" 16:00 ";Group C;Soldier Field;"Chicago ";USA;Spain;3;Bolivia;1;" "
1994;1994-06-28 00:00:00.000;" 12:30 ";Group E;Giants Stadium;"New York/New Jersey ";USA;Norway;0;Republic of Ireland;0;" "
1994;1994-06-28 00:00:00.000;" 12:30 ";Group E;Giants Stadium;"New York/New Jersey ";USA;Republic of Ireland;0;Norway;0;" "
1994;1994-06-28 00:00:00.000;" 12:30 ";Group E;RFK Stadium;"Washington Dc ";USA;Italy;1;Mexico;1;" "
1994;1994-06-28 00:00:00.000;" 12:30 ";Group E;RFK Stadium;"Washington Dc ";USA;Mexico;1;Italy;1;" "
1994;1994-06-28 00:00:00.000;" 16:00 ";Group B;Pontiac Silverdome;"Detroit ";USA;Brazil;1;Sweden;1;" "
1994;1994-06-28 00:00:00.000;" 16:00 ";Group B;Pontiac Silverdome;"Detroit ";USA;Sweden;1;Brazil;1;" "
1994;1994-06-28 00:00:00.000;" 16:00 ";Group B;Stanford Stadium;"San Francisco ";USA;Cameroon;1;Russia;6;" "
1994;1994-06-28 00:00:00.000;" 16:00 ";Group B;Stanford Stadium;"San Francisco ";USA;Russia;6;Cameroon;1;" "
1994;1994-06-29 00:00:00.000;" 12:30 ";Group F;Citrus Bowl;"Orlando ";USA;Morocco;1;Netherlands;2;" "
1994;1994-06-29 00:00:00.000;" 12:30 ";Group F;Citrus Bowl;"Orlando ";USA;Netherlands;2;Morocco;1;" "
1994;1994-06-29 00:00:00.000;" 12:30 ";Group F;RFK Stadium;"Washington Dc ";USA;Belgium;0;Saudi Arabia;1;" "
1994;1994-06-29 00:00:00.000;" 12:30 ";Group F;RFK Stadium;"Washington Dc ";USA;Saudi Arabia;1;Belgium;0;" "
1994;1994-06-30 00:00:00.000;" 19:30 ";Group D;Cotton Bowl;"Dallas ";USA;Argentina;0;Bulgaria;2;" "
1994;1994-06-30 00:00:00.000;" 19:30 ";Group D;Cotton Bowl;"Dallas ";USA;Bulgaria;2;Argentina;0;" "
1994;1994-06-30 00:00:00.000;" 19:30 ";Group D;Foxboro Stadium;"Boston ";USA;Greece;0;Nigeria;2;" "
1994;1994-06-30 00:00:00.000;" 19:30 ";Group D;Foxboro Stadium;"Boston ";USA;Nigeria;2;Greece;0;" "
1994;1994-07-02 00:00:00.000;" 12:00 ";Round of 16;Soldier Field;"Chicago ";USA;Belgium;2;Germany;3;" "
1994;1994-07-02 00:00:00.000;" 12:00 ";Round of 16;Soldier Field;"Chicago ";USA;Germany;3;Belgium;2;" "
1994;1994-07-02 00:00:00.000;" 16:30 ";Round of 16;RFK Stadium;"Washington Dc ";USA;Spain;3;Switzerland;0;" "
1994;1994-07-02 00:00:00.000;" 16:30 ";Round of 16;RFK Stadium;"Washington Dc ";USA;Switzerland;0;Spain;3;" "
1994;1994-07-03 00:00:00.000;" 12:00 ";Round of 16;Cotton Bowl;"Dallas ";USA;Saudi Arabia;1;Sweden;3;" "
1994;1994-07-03 00:00:00.000;" 12:00 ";Round of 16;Cotton Bowl;"Dallas ";USA;Sweden;3;Saudi Arabia;1;" "
1994;1994-07-03 00:00:00.000;" 13:30 ";Round of 16;Rose Bowl;"Los Angeles ";USA;Argentina;2;Romania;3;" "
1994;1994-07-03 00:00:00.000;" 13:30 ";Round of 16;Rose Bowl;"Los Angeles ";USA;Romania;3;Argentina;2;" "
1994;1994-07-04 00:00:00.000;" 12:00 ";Round of 16;Citrus Bowl;"Orlando ";USA;Netherlands;2;Republic of Ireland;0;" "
1994;1994-07-04 00:00:00.000;" 12:00 ";Round of 16;Citrus Bowl;"Orlando ";USA;Republic of Ireland;0;Netherlands;2;" "
1994;1994-07-04 00:00:00.000;" 12:30 ";Round of 16;Stanford Stadium;"San Francisco ";USA;Brazil;1;USA;0;" "
1994;1994-07-04 00:00:00.000;" 12:30 ";Round of 16;Stanford Stadium;"San Francisco ";USA;USA;0;Brazil;1;" "
1994;1994-07-05 00:00:00.000;" 13:00 ";Round of 16;Foxboro Stadium;"Boston ";USA;Italy;2;Nigeria;1;"Italy win after extra time "
1994;1994-07-05 00:00:00.000;" 13:00 ";Round of 16;Foxboro Stadium;"Boston ";USA;Nigeria;1;Italy;2;"Italy win after extra time "
1994;1994-07-05 00:00:00.000;" 16:30 ";Round of 16;Giants Stadium;"New York/New Jersey ";USA;Bulgaria;1;Mexico;1;"Bulgaria win on penalties (1 - 3) "
1994;1994-07-05 00:00:00.000;" 16:30 ";Round of 16;Giants Stadium;"New York/New Jersey ";USA;Mexico;1;Bulgaria;1;"Bulgaria win on penalties (1 - 3) "
1994;1994-07-09 00:00:00.000;" 12:00 ";Quarter-finals;Foxboro Stadium;"Boston ";USA;Italy;2;Spain;1;" "
1994;1994-07-09 00:00:00.000;" 12:00 ";Quarter-finals;Foxboro Stadium;"Boston ";USA;Spain;1;Italy;2;" "
1994;1994-07-09 00:00:00.000;" 14:30 ";Quarter-finals;Cotton Bowl;"Dallas ";USA;Brazil;3;Netherlands;2;" "
1994;1994-07-09 00:00:00.000;" 14:30 ";Quarter-finals;Cotton Bowl;"Dallas ";USA;Netherlands;2;Brazil;3;" "
1994;1994-07-10 00:00:00.000;" 12:00 ";Quarter-finals;Giants Stadium;"New York/New Jersey ";USA;Bulgaria;2;Germany;1;" "
1994;1994-07-10 00:00:00.000;" 12:00 ";Quarter-finals;Giants Stadium;"New York/New Jersey ";USA;Germany;1;Bulgaria;2;" "
1994;1994-07-10 00:00:00.000;" 12:30 ";Quarter-finals;Stanford Stadium;"San Francisco ";USA;Romania;2;Sweden;2;"Sweden win on penalties (4 - 5) "
1994;1994-07-10 00:00:00.000;" 12:30 ";Quarter-finals;Stanford Stadium;"San Francisco ";USA;Sweden;2;Romania;2;"Sweden win on penalties (4 - 5) "
1994;1994-07-13 00:00:00.000;" 16:00 ";Semi-finals;Giants Stadium;"New York/New Jersey ";USA;Bulgaria;1;Italy;2;" "
1994;1994-07-13 00:00:00.000;" 16:00 ";Semi-finals;Giants Stadium;"New York/New Jersey ";USA;Italy;2;Bulgaria;1;" "
1994;1994-07-13 00:00:00.000;" 16:30 ";Semi-finals;Rose Bowl;"Los Angeles ";USA;Brazil;1;Sweden;0;" "
1994;1994-07-13 00:00:00.000;" 16:30 ";Semi-finals;Rose Bowl;"Los Angeles ";USA;Sweden;0;Brazil;1;" "
1994;1994-07-16 00:00:00.000;" 12:30 ";Match for third place;Rose Bowl;"Los Angeles ";USA;Bulgaria;0;Sweden;4;" "
1994;1994-07-16 00:00:00.000;" 12:30 ";Match for third place;Rose Bowl;"Los Angeles ";USA;Sweden;4;Bulgaria;0;" "
1994;1994-07-17 00:00:00.000;" 12:30 ";Final;Rose Bowl;"Los Angeles ";USA;Brazil;0;Italy;0;"Brazil win on penalties (3 - 2) "
1994;1994-07-17 00:00:00.000;" 12:30 ";Final;Rose Bowl;"Los Angeles ";USA;Italy;0;Brazil;0;"Brazil win on penalties (3 - 2) "
1998;1998-06-10 00:00:00.000;" 17:30 ";Group A;Stade de France;"Saint-Denis ";France;Brazil;2;Scotland;1;" "
1998;1998-06-10 00:00:00.000;" 17:30 ";Group A;Stade de France;"Saint-Denis ";France;Scotland;1;Brazil;2;" "
1998;1998-06-10 00:00:00.000;" 21:00 ";Group A;La Mosson;"Montpellier ";France;Morocco;2;Norway;2;" "
1998;1998-06-10 00:00:00.000;" 21:00 ";Group A;La Mosson;"Montpellier ";France;Norway;2;Morocco;2;" "
1998;1998-06-11 00:00:00.000;" 17:30 ";Group B;Stade du Parc Lescure;"Bordeaux ";France;Chile;2;Italy;2;" "
1998;1998-06-11 00:00:00.000;" 17:30 ";Group B;Stade du Parc Lescure;"Bordeaux ";France;Italy;2;Chile;2;" "
1998;1998-06-11 00:00:00.000;" 21:00 ";Group B;Stade Municipal;"Toulouse ";France;Austria;1;Cameroon;1;" "
1998;1998-06-11 00:00:00.000;" 21:00 ";Group B;Stade Municipal;"Toulouse ";France;Cameroon;1;Austria;1;" "
1998;1998-06-12 00:00:00.000;" 14:30 ";Group D;La Mosson;"Montpellier ";France;Bulgaria;0;Paraguay;0;" "
